Fund ID,Department ID,Program ID,Account ID,Fund,Department,Description,Estimates 2022
1001,43790,713,560627,General Fund,DPW - Building Maintenance,Building Materials,"-40,000"
1001,43790,714,560627,General Fund,DPW - Building Maintenance,Building Materials,"-2,500"
1001,43790,717,560627,General Fund,DPW - Building Maintenance,Building Materials,"-2,500"
1001,43800,101,510501,General Fund,DPW - Forestry,Regular Salaries,"-162,664"
1001,43800,741,510501,General Fund,DPW - Forestry,Regular Salaries,"-116,059"
1001,43800,101,510503,General Fund,DPW - Forestry,Overtime,"-5,000"
1001,43800,741,510503,General Fund,DPW - Forestry,Overtime,"-10,000"
1001,43800,101,510518,General Fund,DPW - Forestry,Seasonal Employees,-
1001,43800,101,510506,General Fund,DPW - Forestry,"Equip Allow (Auto,Phone,Tools)",-
1001,43800,101,510519,General Fund,DPW - Forestry,Vacation Time Payout,-
1001,43800,101,520520,General Fund,DPW - Forestry,Life Insurance Expense,-186
1001,43800,741,520520,General Fund,DPW - Forestry,Life Insurance Expense,-177
1001,43800,101,520521,General Fund,DPW - Forestry,Health Insurance Expense,"-42,990"
1001,43800,741,520521,General Fund,DPW - Forestry,Health Insurance Expense,"-42,684"
1001,43800,101,520522,General Fund,DPW - Forestry,Social Security Expense,"-10,085"
1001,43800,741,520522,General Fund,DPW - Forestry,Social Security Expense,"-7,196"
1001,43800,101,520523,General Fund,DPW - Forestry,Medicare Expense,"-2,359"
1001,43800,741,520523,General Fund,DPW - Forestry,Medicare Expense,"-1,683"
1001,43800,101,520527,General Fund,DPW - Forestry,IMRF Contributions,"-8,638"
1001,43800,741,520527,General Fund,DPW - Forestry,IMRF Contributions,"-6,453"
1001,43800,101,530650,General Fund,DPW - Forestry,Conferences Training,"-4,500"
1001,43800,742,530660,General Fund,DPW - Forestry,General Contractuals,"-305,000"
1001,43800,101,530667,General Fund,DPW - Forestry,External Support,"-27,500"
1001,43800,741,530667,General Fund,DPW - Forestry,External Support,"-655,000"
1001,43800,101,540691,General Fund,DPW - Forestry,Water Charges,-
1001,43800,742,540691,General Fund,DPW - Forestry,Water Charges,"-4,500"
1001,43800,101,540690,General Fund,DPW - Forestry,Telecommunication Charges,-
1001,43800,101,550602,General Fund,DPW - Forestry,Membership Dues,"-2,830"
1001,43800,101,550603,General Fund,DPW - Forestry,Postage,-500
1001,43800,101,550632,General Fund,DPW - Forestry,Laundry Service,-
1001,43800,101,550652,General Fund,DPW - Forestry,Legal Postings and Doc. Fees,-400
1001,43800,101,550663,General Fund,DPW - Forestry,Software License Updates,-180
1001,43800,741,550673,General Fund,DPW - Forestry,Repairs,-
1001,43800,101,560625,General Fund,DPW - Forestry,Clothing,"-3,000"
1001,43800,101,560631,General Fund,DPW - Forestry,Operational Supplies,"-10,000"
1001,43800,742,560631,General Fund,DPW - Forestry,Operational Supplies,-
1001,43800,741,560670,General Fund,DPW - Forestry,Equipment Rental,-
1001,43900,101,510501,General Fund,DPW - Fleet Operations,Regular Salaries,"-194,031"
1001,43900,731,510501,General Fund,DPW - Fleet Operations,Regular Salaries,"-92,670"
1001,43900,732,510501,General Fund,DPW - Fleet Operations,Regular Salaries,"-156,380"
1001,43900,733,510501,General Fund,DPW - Fleet Operations,Regular Salaries,"-185,339"
1001,43900,734,510501,General Fund,DPW - Fleet Operations,Regular Salaries,"-115,837"
1001,43900,101,510503,General Fund,DPW - Fleet Operations,Overtime,"-10,000"
1001,43900,731,510503,General Fund,DPW - Fleet Operations,Overtime,-
1001,43900,732,510503,General Fund,DPW - Fleet Operations,Overtime,-
1001,43900,733,510503,General Fund,DPW - Fleet Operations,Overtime,-
1001,43900,734,510503,General Fund,DPW - Fleet Operations,Overtime,-
1001,43900,731,510515,General Fund,DPW - Fleet Operations,Comp Time,-
1001,43900,732,510515,General Fund,DPW - Fleet Operations,Comp Time,-
1001,43900,733,510515,General Fund,DPW - Fleet Operations,Comp Time,-
1001,43900,734,510515,General Fund,DPW - Fleet Operations,Comp Time,-
1001,43900,101,510518,General Fund,DPW - Fleet Operations,Seasonal Employees,-
1001,43900,101,510506,General Fund,DPW - Fleet Operations,"Equip Allow (Auto,Phone,Tools)",-
1001,43900,731,510506,General Fund,DPW - Fleet Operations,"Equip Allow (Auto,Phone,Tools)","-1,000"
1001,43900,732,510506,General Fund,DPW - Fleet Operations,"Equip Allow (Auto,Phone,Tools)","-1,650"
1001,43900,733,510506,General Fund,DPW - Fleet Operations,"Equip Allow (Auto,Phone,Tools)","-2,250"
1001,43900,734,510506,General Fund,DPW - Fleet Operations,"Equip Allow (Auto,Phone,Tools)","-1,200"
1001,43900,731,520515,General Fund,DPW - Fleet Operations,Health Insurance Opt-Out,-
1001,43900,732,520515,General Fund,DPW - Fleet Operations,Health Insurance Opt-Out,-
1001,43900,733,520515,General Fund,DPW - Fleet Operations,Health Insurance Opt-Out,-
1001,43900,734,520515,General Fund,DPW - Fleet Operations,Health Insurance Opt-Out,-
1001,43900,101,520520,General Fund,DPW - Fleet Operations,Life Insurance Expense,-186
1001,43900,731,520520,General Fund,DPW - Fleet Operations,Life Insurance Expense,-119
1001,43900,732,520520,General Fund,DPW - Fleet Operations,Life Insurance Expense,-201
1001,43900,733,520520,General Fund,DPW - Fleet Operations,Life Insurance Expense,-238
1001,43900,734,520520,General Fund,DPW - Fleet Operations,Life Insurance Expense,-149
1001,43900,101,520521,General Fund,DPW - Fleet Operations,Health Insurance Expense,"-40,401"
1001,43900,731,520521,General Fund,DPW - Fleet Operations,Health Insurance Expense,"-20,933"
1001,43900,732,520521,General Fund,DPW - Fleet Operations,Health Insurance Expense,"-35,324"
1001,43900,733,520521,General Fund,DPW - Fleet Operations,Health Insurance Expense,"-41,866"
1001,43900,734,520521,General Fund,DPW - Fleet Operations,Health Insurance Expense,"-26,166"
1001,43900,101,520522,General Fund,DPW - Fleet Operations,Social Security Expense,"-12,030"
1001,43900,731,520522,General Fund,DPW - Fleet Operations,Social Security Expense,"-5,746"
1001,43900,732,520522,General Fund,DPW - Fleet Operations,Social Security Expense,"-9,696"
1001,43900,733,520522,General Fund,DPW - Fleet Operations,Social Security Expense,"-11,491"
1001,43900,734,520522,General Fund,DPW - Fleet Operations,Social Security Expense,"-7,182"
1001,43900,101,520523,General Fund,DPW - Fleet Operations,Medicare Expense,"-2,813"
1001,43900,731,520523,General Fund,DPW - Fleet Operations,Medicare Expense,"-1,344"
1001,43900,732,520523,General Fund,DPW - Fleet Operations,Medicare Expense,"-2,268"
1001,43900,733,520523,General Fund,DPW - Fleet Operations,Medicare Expense,"-2,687"
1001,43900,734,520523,General Fund,DPW - Fleet Operations,Medicare Expense,"-1,680"
1001,43900,101,520527,General Fund,DPW - Fleet Operations,IMRF Contributions,"-10,788"
1001,43900,731,520527,General Fund,DPW - Fleet Operations,IMRF Contributions,"-5,152"
1001,43900,732,520527,General Fund,DPW - Fleet Operations,IMRF Contributions,"-8,695"
1001,43900,733,520527,General Fund,DPW - Fleet Operations,IMRF Contributions,"-10,305"
1001,43900,734,520527,General Fund,DPW - Fleet Operations,IMRF Contributions,"-6,441"
1001,43900,101,530650,General Fund,DPW - Fleet Operations,Conferences Training,"-6,500"
1001,43900,101,530667,General Fund,DPW - Fleet Operations,External Support,"-12,550"
1001,43900,731,530667,General Fund,DPW - Fleet Operations,External Support,"-30,000"
1001,43900,732,530667,General Fund,DPW - Fleet Operations,External Support,"-45,000"
1001,43900,733,530667,General Fund,DPW - Fleet Operations,External Support,"-47,000"
1001,43900,734,530667,General Fund,DPW - Fleet Operations,External Support,"-10,000"
1001,43900,733,540693,General Fund,DPW - Fleet Operations,Natural Gas,-
1001,43900,734,540693,General Fund,DPW - Fleet Operations,Natural Gas,-
1001,43900,101,550601,General Fund,DPW - Fleet Operations,Printing,-
1001,43900,101,550602,General Fund,DPW - Fleet Operations,Membership Dues,"-3,052"
1001,43900,101,550603,General Fund,DPW - Fleet Operations,Postage,"-1,100"
1001,43900,101,550605,General Fund,DPW - Fleet Operations,Travel & Mileage Reimbursement,-500
1001,43900,101,550632,General Fund,DPW - Fleet Operations,Laundry Service,"-5,750"
1001,43900,101,550652,General Fund,DPW - Fleet Operations,Legal Postings and Doc. Fees,-200
1001,43900,101,550671,General Fund,DPW - Fleet Operations,Office Machine Service,"-4,000"
1001,43900,101,560620,General Fund,DPW - Fleet Operations,Office Supplies,"-1,500"
1001,43900,101,560625,General Fund,DPW - Fleet Operations,Clothing,"-1,500"
1001,43900,713,560627,General Fund,DPW - Fleet Operations,Building Materials,-
1001,43900,101,560631,General Fund,DPW - Fleet Operations,Operational Supplies,"-13,000"
1001,43900,731,560636,General Fund,DPW - Fleet Operations,Fuel,"-38,000"
1001,43900,732,560636,General Fund,DPW - Fleet Operations,Fuel,"-160,000"
1001,43900,733,560636,General Fund,DPW - Fleet Operations,Fuel,"-85,000"
1001,43900,734,560636,General Fund,DPW - Fleet Operations,Fuel,"-90,000"
1001,43900,101,560637,General Fund,DPW - Fleet Operations,Vehicle Equipment Parts,-
1001,43900,731,560637,General Fund,DPW - Fleet Operations,Vehicle Equipment Parts,"-34,000"
1001,43900,732,560637,General Fund,DPW - Fleet Operations,Vehicle Equipment Parts,"-70,000"
1001,43900,733,560637,General Fund,DPW - Fleet Operations,Vehicle Equipment Parts,"-80,000"
1001,43900,734,560637,General Fund,DPW - Fleet Operations,Vehicle Equipment Parts,"-30,000"
1001,43900,731,560644,General Fund,DPW - Fleet Operations,Lubricants,"-6,000"
1001,43900,732,560644,General Fund,DPW - Fleet Operations,Lubricants,"-5,000"
1001,43900,733,560644,General Fund,DPW - Fleet Operations,Lubricants,"-5,000"
1001,43900,734,560644,General Fund,DPW - Fleet Operations,Lubricants,"-4,500"
1001,43900,101,570720,General Fund,DPW - Fleet Operations,Computer Equipment,-
1001,41100,101,510501,General Fund,Village Clerk's Office (VCO),Regular Salaries,"-149,060"
1001,41100,101,520520,General Fund,Village Clerk's Office (VCO),Life Insurance Expense,-186
1001,41100,101,520521,General Fund,Village Clerk's Office (VCO),Health Insurance Expense,"-29,621"
1001,41100,101,520522,General Fund,Village Clerk's Office (VCO),Social Security Expense,"-9,242"
1001,41100,101,520523,General Fund,Village Clerk's Office (VCO),Medicare Expense,"-2,161"
1001,41100,101,520527,General Fund,Village Clerk's Office (VCO),IMRF Contributions,"-8,288"
1001,41100,101,530650,General Fund,Village Clerk's Office (VCO),Conferences Training,"-1,200"
1001,41100,101,530658,General Fund,Village Clerk's Office (VCO),Temporary Services,-
1001,41100,101,530667,General Fund,Village Clerk's Office (VCO),External Support,"-14,000"
1001,41100,101,550601,General Fund,Village Clerk's Office (VCO),Printing,-100
1001,41100,101,550602,General Fund,Village Clerk's Office (VCO),Membership Dues,-350
1001,41100,101,550603,General Fund,Village Clerk's Office (VCO),Postage,-100
1001,41100,101,550604,General Fund,Village Clerk's Office (VCO),Freight & Shipping Expense,-
1001,41100,101,550605,General Fund,Village Clerk's Office (VCO),Travel & Mileage Reimbursement,"-1,100"
1001,41100,101,550652,General Fund,Village Clerk's Office (VCO),Legal Postings and Doc. Fees,-600
1001,41100,101,560620,General Fund,Village Clerk's Office (VCO),Office Supplies,"-2,500"
1001,41100,113,560620,General Fund,Village Clerk's Office (VCO),Office Supplies,-
1001,41100,101,570711,General Fund,Village Clerk's Office (VCO),Software,"-8,100"
1001,41010,101,510501,General Fund,Board of Trustees,Regular Salaries,"-115,200"
1001,41010,101,520520,General Fund,Board of Trustees,Life Insurance Expense,-
1001,41010,101,520522,General Fund,Board of Trustees,Social Security Expense,"-7,142"
1001,41010,101,520523,General Fund,Board of Trustees,Medicare Expense,"-1,670"
1001,41010,101,530667,General Fund,Board of Trustees,External Support,-
1001,41010,101,530650,General Fund,Board of Trustees,Conferences Training,"-1,500"
1001,41010,101,550601,General Fund,Board of Trustees,Printing,-
1001,41010,101,550602,General Fund,Board of Trustees,Membership Dues,"-12,000"
1001,41010,101,550603,General Fund,Board of Trustees,Postage,-75
1001,41010,101,550605,General Fund,Board of Trustees,Travel & Mileage Reimbursement,-50
1001,41010,101,550606,General Fund,Board of Trustees,Books & Subscriptions,-200
1001,41010,101,550656,General Fund,Board of Trustees,Miscellaneous Expense,-200
1001,41010,101,560620,General Fund,Board of Trustees,Office Supplies,"-1,000"
1001,41010,101,560631,General Fund,Board of Trustees,Operational Supplies,"-1,000"
1001,41010,101,560638,General Fund,Board of Trustees,Special Events,"-2,500"
1001,41010,101,560651,General Fund,Board of Trustees,Employee Awards Recognition,-
2077,46260,101,583670,Affordable Housing Fund,DCS  Admin,Affordable Housing Payments,"-428,166"
2078,41300,101,530656,American Rescue Fund,Finance,Contractual Services,-
2078,41300,101,583675,American Rescue Fund,Finance,Housing Forward,"-250,000"
2078,41300,101,583618,American Rescue Fund,Finance,Beyond Hunger,"-42,500"
2078,41300,101,583672,American Rescue Fund,Finance,BNPCR Non-Profit PPE Grants,"-25,000"
2078,41300,101,583673,American Rescue Fund,Finance,BNPCR Small Bus PPE Grants,"-37,500"
2078,41300,101,583674,American Rescue Fund,Finance,BNPCR Rent/Mortgage Grants,"-75,000"
2078,41300,101,591801,American Rescue Fund,Finance,Interfund Transfer Out General,-
2078,41300,101,591860,American Rescue Fund,Finance,Interfund Transfer Out Parking,-
2078,41300,101,591890,American Rescue Fund,Finance,Interfund Transfer Out Sustainability,-
2078,41300,101,591895,American Rescue Fund,Finance,Interfund Transfer Out CIP,-
2200,42490,101,560625,Bullet Proof Vest Grant,POLICE - Grants,Clothing,"-7,500"
2083,46201,101,510501,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Regular Salaries,"-148,308"
2083,46201,101,510503,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Overtime,
2083,46201,101,520520,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Life Insurance Expense,-186
2083,46201,101,520521,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Health Insurance Expense,"-37,134"
2083,46201,101,520522,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Social Security Expense,"-9,055"
2083,46201,101,520523,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Medicare Expense,"-2,117"
2083,46201,101,520527,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,IMRF Contributions,"-12,180"
2083,46201,101,530650,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Conferences Training,-
2083,46201,101,530675,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Bank Charges,-975
2083,46201,101,550601,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Printing,-
2083,46201,101,550602,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Membership Dues,-
2083,46201,101,550603,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Postage,-
2083,46201,101,550605,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Travel & Mileage Reimbursement,-
2083,46201,101,550652,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Legal Postings and Doc. Fees,-
2083,46201,101,560620,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Office Supplies,-
2083,46201,101,583602,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Administration Village,"-20,100"
2083,46201,101,583604,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,African American Christian Foundation,-
2083,46201,101,583605,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Way Back Inn,"-5,562"
2083,46201,101,583600,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Way Back Inn Facility Improvement,"-5,862"
2083,46201,101,583608,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Housing Ctr Planning Support,"-80,000"
2083,46201,101,583616,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Children's Clinic,"-21,500"
2083,46201,101,583617,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Community Support Services,"-8,111"
2083,46201,101,583619,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Day Nursery,-
2083,46201,101,583618,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,OPRF Food Pantry (Beyond Hunger),"-22,000"
2083,46201,101,583621,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Thrive Counseling Center,"-18,631"
2083,46201,101,583622,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Nami Metro Suburban,"-11,000"
2083,46201,101,583624,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Oakleyden,-
2083,46201,101,583625,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Seguin,"-33,000"
2083,46201,101,583626,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,West Cook YMCA,-
2083,46201,101,583628,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Parenthesis-Mothering,"-17,000"
2083,46201,101,583630,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP Health Department,"-16,602"
2083,46201,101,583609,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,CARES Housing Assistance,"-235,087"
2083,46201,101,583610,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,CARES Business Assistance,-
2083,46201,101,583611,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,CARES Public Services Assistance,"-29,212"
2083,46201,101,583629,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,CARES Admin/Implementation,"-50,784"
2083,46201,101,583635,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP Code Enforcement Prop Insp,"-75,000"
2083,46201,101,583640,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Hephzibah,"-17,000"
2083,46201,101,583651,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP Street & Sidewalks,"-400,000"
2083,46201,101,583654,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP PW - Sidewalks II,-
2083,46201,101,583655,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Lead Water Private Service Replacement,"-50,000"
2083,46201,101,583656,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP PW Infra - Sidewalks,"-365,609"
2083,46201,101,583657,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP PW - Alley,"-400,000"
2083,46201,101,583660,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Oak Park Housing Center,"-42,500"
2083,46201,101,583676,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Housing Forward- Planning & Admin.,"-11,000"
2083,46201,101,583678,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,PADS-Employment Readiness,"-10,000"
2083,46201,101,583680,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Pads Emergency Shelter,"-40,000"
2083,46201,101,583681,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Sarahs Inn Emergency Shelter,"-12,000"
2083,46201,101,583682,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,OP Housing Authority,-
2083,46201,101,583697,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,S108 Loan Consultant Fees,"-52,622"
2083,46201,101,585611,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP HP SFR/SRR Imp.,"-85,900"
2083,46201,101,585612,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,Housing Rehab Property Grants (Lead Hazard Res. Grant Prog.),"-99,150"
2083,46206,101,585613,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOPHP Sg FamHousing Rehab Loan,"-114,000"
2083,46201,101,585617,Community Dev Block Grant,DCS - Neig. Srv. - CDBG,VOP HP Small Rental Rehab,"-90,950"
2020,46206,101,530675,Community Development Loan,DCS - Neighborhood Services,Bank Charges,"-1,200"
2020,46206,101,585613,Community Development Loan,DCS - Neighborhood Services,Housing Rehab Property Loan,"-175,000"
2079,46206,101,530674,Cook County Lead Hazard Prevention DCS,DCS Neighborhood Services,Admin Fees,-
2079,46206,101,585612,Cook County Lead Hazard Prevention DCS,DCS Neighborhood Services,Lead Hazard Control Grants,"-80,000"
5057,43760,101,530667,Earth Fest,DPW - Environmental Services,External Support,"-5,600"
5057,43760,101,560620,Earth Fest,DPW - Environmental Services,Office Supplies,-400
5057,43760,101,560631,Earth Fest,DPW - Environmental Services,Operational Supplies,"-1,000"
2080,46201,101,530675,Emergency Solutions Grant,DCS - Neig. Serv.,Bank Charges,-
2080,46201,101,583602,Emergency Solutions Grant,DCS - Neig. Serv.,Administration Village,-
2080,46201,101,583701,Emergency Solutions Grant,DCS - Neig. Serv.,ESG WS PADS - Rapid Rehousing,-
2080,46201,101,583702,Emergency Solutions Grant,DCS - Neig. Serv.,ESG WS PADS - Emergency Shelter,-
2080,46201,101,583704,Emergency Solutions Grant,DCS - Neig. Serv.,ESG WS PADS - Homeless Prev,-
2080,46201,101,583705,Emergency Solutions Grant,DCS - Neig. Serv.,ESG WS PADS - Street Outreach,-
2080,46201,101,583707,Emergency Solutions Grant,DCS - Neig. Serv.,ESG - HMIS,-
2027,43014,101,510501,Farmers Market Com,HEALTH - Farmer's Market,Regular Salaries,"-26,550"
2027,43014,101,510503,Farmers Market Com,HEALTH - Farmer's Market,Overtime,"-2,057"
2027,43014,101,520522,Farmers Market Com,HEALTH - Farmer's Market,Social Security Expense,"-1,538"
2027,43014,101,520523,Farmers Market Com,HEALTH - Farmer's Market,Medicare Expense,-360
2027,43014,101,520527,Farmers Market Com,HEALTH - Farmer's Market,IMRF Contributions,-
2027,43014,101,530667,Farmers Market Com,HEALTH - Farmer's Market,External Support,-
2027,43014,101,530675,Farmers Market Com,HEALTH - Farmer's Market,Bank Charges,-300
2027,43014,101,530851,Farmers Market Com,HEALTH - Farmer's Market,Crossing Guard Sharing Program,"-14,000"
2027,43014,101,540669,Farmers Market Com,HEALTH - Farmer's Market,Rent Expense,"-5,500"
2027,43014,101,550601,Farmers Market Com,HEALTH - Farmer's Market,Printing,-100
2027,43014,101,550603,Farmers Market Com,HEALTH - Farmer's Market,Postage,-50
2027,43014,101,550605,Farmers Market Com,HEALTH - Farmer's Market,Travel & Mileage Reimbursement,"-1,500"
2027,43014,101,560631,Farmers Market Com,HEALTH - Farmer's Market,Operational Supplies,"-10,000"
2027,43014,101,560638,Farmers Market Com,HEALTH - Farmer's Market,Special Events,"-1,000"
2027,43014,101,560639,Farmers Market Com,HEALTH - Farmer's Market,Advertising,-500
2024,41300,101,530675,Federal RICO Forfeiture Fund,POLICE,Bank Charges,"-1,400"
2024,42400,101,560655,Federal RICO Forfeiture Fund,POLICE,Reimbursements,-
2024,42480,101,550705,Federal RICO Forfeiture Fund,POLICE,Ammunition and Guns,-
2024,42480,101,560631,Federal RICO Forfeiture Fund,POLICE,Operational Supplies,-
2024,42480,101,560637,Federal RICO Forfeiture Fund,POLICE,Vehicle Equipment Parts,-
2024,42480,101,560652,Federal RICO Forfeiture Fund,POLICE,Employee Physicals,-
2024,42480,101,591832,Federal RICO Forfeiture Fund,POLICE,Transfer To Fleet Replacement,-
2014,41300,101,530675,Foreign Fire Insurance Fund,FIRE - Foreign Fire Insurance,Bank Charges,"-1,400"
2014,42550,101,530660,Foreign Fire Insurance Fund,FIRE - Foreign Fire Insurance,General Contractuals,"-10,000"
2014,42550,101,540689,Foreign Fire Insurance Fund,FIRE - Foreign Fire Insurance,Cable Television,"-12,000"
2014,42550,101,570720,Foreign Fire Insurance Fund,FIRE - Foreign Fire Insurance,Computer Equipment,"-50,000"
2014,42550,101,570725,Foreign Fire Insurance Fund,FIRE - Foreign Fire Insurance,Office Equipment,"-50,000"
2108,44560,101,510501,Cook County - WNV Grant FY 2017,HEALTH - Health Grants,Regular Salaries,"-10,000"
2108,44560,101,520999,Cook County - WNV Grant FY 2017,HEALTH - Health Grants,Grant Admin. - Benefits,-
2108,44560,101,560631,Cook County - WNV Grant FY 2017,HEALTH - Health Grants,Operational Supplies,"-2,000"
2113,44560,101,510501,Cities Readiness Init 2011-12,HEALTH - Health Grants,Regular Salaries,-
2113,44560,101,520999,Cities Readiness Init 2011-12,HEALTH - Health Grants,Grant Admin. - Benefits,-
2114,44560,101,510501,IDPH- Cities Readiness Init FY2018,HEALTH - Health Grants,Regular Salaries,"-44,000"
2114,44560,101,520999,IDPH- Cities Readiness Init FY2018,HEALTH - Health Grants,Grant Admin. - Benefits,-
2114,44560,101,520999,IDPH- Cities Readiness Init FY2019,HEALTH - Health Grants,Grant Admin. - Benefits,-
2114,44560,101,530656,IDPH- Cities Readiness Init FY2018,HEALTH - Health Grants,Grant Contractuals,"-1,000"
2114,44560,101,540690,IDPH- Cities Readiness Init FY2018,HEALTH - Health Grants,Telecommunications Charges,"-4,611"
2114,44560,101,550605,IDPH-Cities Readiness Init FY 2020,HEALTH - Health Grants,Travel & Mileage Reimbursement,-
2114,44560,101,550602,IDPH- Cities Readiness Init FY2018,HEALTH - Health Grants,Membership Dues,-
2114,44560,101,560631,Cities Readiness Init 2019,HEALTH - Health Grants,Operational Supplies,"-1,400"
2117,44560,101,530656,CDBG Farmer's Market Incen. FY 2018,HEALTH - Health Grants,Grant Contractuals,"-15,000"
2117,44560,101,550601,CDBG Farmer's Market Incen. FY 2018,HEALTH - Health Grants,Printing,-
2117,44560,101,560638,CDBG Farmer's Market Incen. FY 2017,HEALTH - Health Grants,Special Events,-
2118,44560,101,530656,Shawnash Double Coupon FY18,HEALTH - Health Grants,Grant Contractuals,"-15,000"
2118,44560,101,560638,Shawnash Double Coupon FY18,HEALTH - Health Grants,Special Events,-
2118,44560,101,550601,Shawnash Double Coupon FY18,HEALTH - Health Grants,Printing,"-3,000"
2119,44560,101,560638,Exp. Station Link Up IL FY 2018,HEALTH - Health Grants,Special Events,-
2119,44560,101,530656,Exp. Station Link Up IL FY 2018,HEALTH - Health Grants,Grant Contractuals,-
2124,44560,101,510501,Tattoo Facility 2012-13,HEALTH - Health Grants,Regular Salaries,"-6,250"
2132,44560,101,510501,IDHS- Family Case Mgmt FY19,HEALTH - Health Grants,Regular Salaries,-
2132,44560,101,520999,IDHS- Family Case Mgmt FY19,HEALTH - Health Grants,Grant Admin- Benefits,-
2132,44560,101,540669,IDHS- Family Case Mgmt FY19,HEALTH - Health Grants,Rent Expense,-
2134,44560,101,510501,IDHS-High Risk Infant Follow-Up FY 19,HEALTH - Health Grants,Regular Salaries,"-6,700"
2134,44560,101,520999,IDHS- High Risk Infant Follow-Up FY 19,HEALTH - Health Grants,Grant Admin. - Benefits,-
2134,44560,101,560631,IDHS- Hight Risk Infant Follow-Up,HEALTH - Health Grants,Operational Supplies,-400
2137,44560,101,510501,PHIMC - Region 8 HIV Prev FY 2018,HEALTH - Health Grants,Regular Salaries,"-10,375"
2137,44560,101,520999,PHIMC - Region 8 HIV Prev FY 2018,HEALTH - Health Grants,Grant Admin. - Benefits,-
2137,44560,101,560631,PHIMC - Region 8 HIV Prev FY 2018,HEALTH - Health Grants,Operational Supplies,-
2137,44560,101,530656,PHIMC - Region 8 HIV Prev FY 2018,HEALTH - Health Grants,Grant Contractuals,-
2138,44560,101,570669,COVID-19,HEALTH - Health Grants,De Minimis indirect cost,-
2138,44560,101,560631,COVID-19,HEALTH - Health Grants,Fringe benefits,-
2138,44560,101,510501,COVID-19,HEALTH - Health Grants,Regular salaries,-
2151,44560,101,510501,COVID-19,HEALTH - Health Grants,Grant Salaries,-
2151,44560,101,520999,COVID-19,HEALTH - Health Grants,Grant Admin Benefits,-
2151,44560,101,530652,COVID-19,HEALTH - Health Grants,Grant Training,-
2151,44560,101,530656,COVID-19,HEALTH - Health Grants,Grant Contractuals,-
2151,44560,101,540690,COVID-19,HEALTH - Health Grants,Telecommunications Charges,-
2151,44560,101,560631,COVID-19,HEALTH - Health Grants,Operational Supplies,-
2151,44560,101,570669,COVID-19,HEALTH - Health Grants,De Minimis,-
2157,44560,101,510501,W Nile Virus Prevent 2016-17,HEALTH - Health Grants,Regular Salaries,-
