Fund ID,Department ID,Program ID,Account ID,Fund,Department,Description,Function,Actuals 2013,Actuals 2014,Actuals 2015,Actuals 2016,Actuals 2017,Actuals 2018,Actuals 2019,Actuals 2020,Actuals 2021,Estimates 2022,Estimates 2023,Department Description,Fund Description
2038,43720,753,520522,Motor Fuel Tax Fund,DPW ‐ Street Lighting,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,2115,2071,2328,The Street Lighting division is responsible for maintaining the Village's street and traffic lights. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43720,753,520523,Motor Fuel Tax Fund,DPW ‐ Street Lighting,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,22,495,485,546,The Street Lighting division is responsible for maintaining the Village's street and traffic lights. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43720,753,520520,Motor Fuel Tax Fund,DPW ‐ Street Lighting,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,40,38,37,The Street Lighting division is responsible for maintaining the Village's street and traffic lights. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43720,753,520521,Motor Fuel Tax Fund,DPW ‐ Street Lighting,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,4953,5300,5484,The Street Lighting division is responsible for maintaining the Village's street and traffic lights. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43720,753,520527,Motor Fuel Tax Fund,DPW ‐ Street Lighting,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,135,2979,1900,1027,The Street Lighting division is responsible for maintaining the Village's street and traffic lights. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43730,777,520527,Motor Fuel Tax Fund,DPW ‐ Water,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,2546,1700,815,,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43730,777,520521,Motor Fuel Tax Fund,DPW ‐ Water,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,7177,7500,8003,,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43730,777,520520,Motor Fuel Tax Fund,DPW ‐ Water,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,37,29,42,,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43730,777,520523,Motor Fuel Tax Fund,DPW ‐ Water,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,414,437,433,,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43730,777,520522,Motor Fuel Tax Fund,DPW ‐ Water,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,1770,1869,1851,,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43730,777,510501,Motor Fuel Tax Fund,DPW ‐ Water,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,30526,28600,29860,,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,101,510501,Motor Fuel Tax Fund,DPW ‐ Street Services,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,101,510503,Motor Fuel Tax Fund,DPW ‐ Street Services,Overtime,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,101,520521,Motor Fuel Tax Fund,DPW ‐ Street Services,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,101,520520,Motor Fuel Tax Fund,DPW ‐ Street Services,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,101,520523,Motor Fuel Tax Fund,DPW ‐ Street Services,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,101,520522,Motor Fuel Tax Fund,DPW ‐ Street Services,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,101,520527,Motor Fuel Tax Fund,DPW ‐ Street Services,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,510501,Motor Fuel Tax Fund,DPW ‐ Street Services,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,255527,260000,284150,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,510503,Motor Fuel Tax Fund,DPW ‐ Street Services,Overtime,Infrastructure and Public Works,0,0,0,0,0,0,0,0,13663,20000,20000,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,560633,Motor Fuel Tax Fund,DPW ‐ Street Services,Roadway Maintenance,Infrastructure and Public Works,0,0,0,0,0,0,0,0,31761,45500,49000,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,520527,Motor Fuel Tax Fund,DPW ‐ Street Services,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,22392,14700,8303,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,520521,Motor Fuel Tax Fund,DPW ‐ Street Services,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,62983,53000,66154,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,520520,Motor Fuel Tax Fund,DPW ‐ Street Services,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,340,254,419,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,520523,Motor Fuel Tax Fund,DPW ‐ Street Services,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,3690,3789,4410,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,761,520522,Motor Fuel Tax Fund,DPW ‐ Street Services,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,15778,16200,18817,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,510503,Motor Fuel Tax Fund,DPW ‐ Street Services,Overtime,Infrastructure and Public Works,0,0,0,0,0,0,0,0,143612,140000,140000,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,560633,Motor Fuel Tax Fund,DPW ‐ Street Services,Roadway Maintenance,Infrastructure and Public Works,0,0,0,0,0,0,0,0,213643,250000,255000,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,520521,Motor Fuel Tax Fund,DPW ‐ Street Services,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,18231,24500,26462,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,520520,Motor Fuel Tax Fund,DPW ‐ Street Services,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,124,103,167,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,520523,Motor Fuel Tax Fund,DPW ‐ Street Services,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,3402,3800,3678,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,520522,Motor Fuel Tax Fund,DPW ‐ Street Services,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,14545,15800,16447,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,520527,Motor Fuel Tax Fund,DPW ‐ Street Services,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,9525,15000,6925,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,765,510501,Motor Fuel Tax Fund,DPW ‐ Street Services,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,59914,104000,113660,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,766,510501,Motor Fuel Tax Fund,DPW ‐ Street Services,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,31789,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43740,766,510503,Motor Fuel Tax Fund,DPW ‐ Street Services,Overtime,Infrastructure and Public Works,0,0,0,0,0,0,0,0,5307,0,0,"The Street Services division is responsible for making sure Oak Park's streets are safe to travel. The division repairs pavements, maintains sidewalks, replaces faded street signs, organizes snow plowing and streets cleaning, and assists clearing streets after storms. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43780,101,570951,Motor Fuel Tax Fund,Construction Resurfacing,Construction Resurfacing,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,723840,0,,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,101,520527,Motor Fuel Tax Fund,DPW ‐ Forestry,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,400,177,159,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,101,520520,Motor Fuel Tax Fund,DPW ‐ Forestry,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,8,9,9,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,101,520521,Motor Fuel Tax Fund,DPW ‐ Forestry,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,1614,1000,2213,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,101,520523,Motor Fuel Tax Fund,DPW ‐ Forestry,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,64,46,84,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,101,520522,Motor Fuel Tax Fund,DPW ‐ Forestry,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,273,193,361,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,101,510501,Motor Fuel Tax Fund,DPW ‐ Forestry,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,4796,3300,5822,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,101,510503,Motor Fuel Tax Fund,DPW ‐ Forestry,Overtime,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,741,520522,Motor Fuel Tax Fund,DPW ‐ Forestry,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,741,520523,Motor Fuel Tax Fund,DPW ‐ Forestry,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,741,520520,Motor Fuel Tax Fund,DPW ‐ Forestry,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,741,520521,Motor Fuel Tax Fund,DPW ‐ Forestry,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,741,510503,Motor Fuel Tax Fund,DPW ‐ Forestry,Overtime,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,741,520527,Motor Fuel Tax Fund,DPW ‐ Forestry,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43800,741,510501,Motor Fuel Tax Fund,DPW ‐ Forestry,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,0,0,0,"Forestry division is responsible for maintaining the Village's urban Forest. In 2015, the Village was recognized as the Illinois’s first municipal arboretum. The division is part of the Department of Public Works.",The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43900,733,520527,Motor Fuel Tax Fund,DPW ‐ Fleet,IMRF Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,2399,1400,776,Fleet Operations is responsible for purchasing and maintaining the Village's vehicles and equipment. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43900,733,520520,Motor Fuel Tax Fund,DPW ‐ Fleet,Life Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,39,31,37,Fleet Operations is responsible for purchasing and maintaining the Village's vehicles and equipment. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43900,733,520521,Motor Fuel Tax Fund,DPW ‐ Fleet,Health Insurance Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,6577,6500,7524,Fleet Operations is responsible for purchasing and maintaining the Village's vehicles and equipment. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43900,733,520522,Motor Fuel Tax Fund,DPW ‐ Fleet,Social Security Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,1645,1532,1762,Fleet Operations is responsible for purchasing and maintaining the Village's vehicles and equipment. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43900,733,520523,Motor Fuel Tax Fund,DPW ‐ Fleet,Medicare Expense,Infrastructure and Public Works,0,0,0,0,0,0,0,0,385,358,412,Fleet Operations is responsible for purchasing and maintaining the Village's vehicles and equipment. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
2038,43900,733,510501,Motor Fuel Tax Fund,DPW ‐ Fleet,Regular Salaries,Infrastructure and Public Works,0,0,0,0,0,0,0,0,28764,26400,28424,Fleet Operations is responsible for purchasing and maintaining the Village's vehicles and equipment. The division is part of the Department of Public Works.,The Motor Fuel Tax Fund receives the Village’s share of the state gasoline tax distributed to municipalities based on a multi‐layered formula. These funds are transferred to the General Fund to be used for labor and material costs associated with maintaining roadways throughout the Village.
