Fund ID,Department ID,Program ID,Account ID,Fund Name,Department,Description,2013 Actual,2014 Actual,2015 Actual
2083,46201,664,583632,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Parenthesis‐Parenteen,‐,"-5,250","-5,250"
2083,46201,665,583632,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Parenthesis‐Parenteen,‐,‐,"-2,465"
2083,46201,101,583635,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP Code Enforcement Prop Insp,‐,‐,‐
2083,46201,664,583635,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP Code Enforcement Prop Insp,‐,‐,"-44,234"
2083,46201,663,583640,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Hephzibah,‐,"-41,616",‐
2083,46201,664,583640,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Hephzibah,‐,"-3,996","-6,600"
2083,46201,663,583651,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP Street & Sidewalks,"-131,336","-172,664","-10,336"
2083,46201,664,583651,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP Street & Sidewalks,‐,"-361,475","-19,025"
2083,46201,101,583652,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Capital Improvement Program,‐,‐,‐
2083,46201,822,583652,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Capital Improvement Program,‐,‐,‐
2083,46201,663,583656,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP PW ‐ Sidewalks,"-151,065",‐,‐
2083,46201,664,583656,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP PW ‐ Sidewalks,‐,"-123,507","-26,493"
2083,46201,663,583657,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP PW ‐ Alley,"-63,749","-34,368",‐
2083,46201,664,583657,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP PW ‐ Alley,‐,"-88,014","-4,632"
2083,46201,665,583657,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP PW ‐ Alley,‐,‐,‐
2083,46201,663,583658,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP PW ‐ WSM/Street,"-92,334","-7,666",‐
2083,46201,662,583659,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP PW Infra. ‐ Water&Sewer,"-463,453",‐,‐
2083,46201,663,583660,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Oak Park Housing Center,"-75,635","-20,629",‐
2083,46201,664,583660,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Oak Park Housing Center,‐,"-37,655","-37,345"
2083,46201,665,583660,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Oak Park Housing Center,‐,‐,"-9,331"
2083,46201,663,583663,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Vital Bridges,"-3,303","-1,960",‐
2083,46201,664,583663,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Vital Bridges,‐,"-1,727","-1,743"
2083,46201,664,583678,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,PADS‐Employment Readiness,‐,"-5,181","-3,319"
2083,46201,665,583678,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,PADS‐Employment Readiness,‐,‐,"-3,825"
2083,46201,665,583679,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,PADS‐Employment Readiness,‐,‐,-890
2083,46201,663,583680,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Pads Emergency Shelter,"-17,267",‐,‐
2083,46201,664,583680,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Pads Emergency Shelter,‐,"-16,612","-15,797"
2083,46201,665,583680,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Pads Emergency Shelter,‐,‐,"-2,269"
2083,46201,663,583681,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Sarahs Inn Emergency Shelter,"-14,000",‐,‐
2083,46201,664,583681,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Sarahs Inn Emergency Shelter,‐,"-4,720","-4,280"
2083,46201,665,583681,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Sarahs Inn Emergency Shelter,‐,‐,"-2,358"
2083,46201,673,583702,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,ESG WS PADS‐Emergency Shel,‐,‐,‐
2083,46201,673,583704,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,ESG WS PADS‐Homeless Prev,‐,‐,‐
2083,46201,101,585611,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP HP SFR/SRR Imp.,‐,"-52,918",‐
2083,46206,663,585611,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP HP SFR/SRR Imp.,"-27,082","-38,150","-56,000"
2083,46201,664,585611,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP HP SFR/SRR Imp.,‐,‐,"-5,299"
2083,46201,101,585612,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Housing Rehab Property Grants,‐,‐,‐
2083,46201,663,585612,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Housing Rehab Property Grants,"-60,752","-37,255","-9,375"
2083,46201,664,585612,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,Housing Rehab Property Grants,‐,"-26,505","-50,185"
2083,46201,101,585617,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP HP Small Rental Rehab,‐,‐,‐
2083,46201,663,585617,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP HP Small Rental Rehab,"-42,733",‐,"-10,000"
2083,46201,664,585617,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP HP Small Rental Rehab,‐,"-24,999","-28,586"
2083,46201,665,585617,Community Dev Block Grant,DCS ‐ Neig. Srv. ‐ CDBG,VOP HP Small Rental Rehab,‐,‐,"-5,750"
2020,46206,101,530675,Community Development Loan,DCS ‐ Neighborhood Services,Bank Charges,-12,-182,-330
2020,46206,101,585613,Community Development Loan,DCS ‐ Neighborhood Services,Housing Rehab Property Loan,‐,‐,‐
2020,46206,663,585613,Community Development Loan,DCS ‐ Neighborhood Services,Housing Rehab Property Loan,‐,‐,‐
2020,46206,664,585613,Community Development Loan,DCS ‐ Neighborhood Services,Housing Rehab Property Loan,‐,‐,‐
2020,46206,665,585613,Community Development Loan,DCS ‐ Neighborhood Services,Housing Rehab Property Loan,‐,‐,‐
2098,46260,101,530649,Downtown TIF Fund,Finance,Incentive Payment,‐,‐,‐
2098,41300,101,540691,Downtown TIF Fund,Finance,Water Charges,-919,-887,"-11,599"
2098,41300,101,580680,Downtown TIF Fund,Finance,Tax Agency Distribution,"-2,025,441","-4,285,455","-4,171,545"
2098,41300,158,581801,Downtown TIF Fund‐ 2011A,Finance,Bond Principal Payment,"-550,000","-565,000","-585,000"
2098,41300,182,581801,Downtown TIF Fund‐ 2006D,Finance,Bond Principal Payment,"-590,000","-650,000","-720,000"
2098,41300,182,581801,Downtown TIF Fund‐ 2006C,Finance,Bond Principal Payment,‐,‐,‐
2098,41300,158,581802,Downtown TIF Fund‐ 2011A,Finance,Bond Interest Expense,"-109,000","-97,850","-86,350"
2098,41300,182,581802,Downtown TIF Fund‐ 2006C,Finance,Bond Interest Expense,"-413,563","-413,563","-413,563"
2098,41300,182,581802,Downtown TIF Fund‐ 2006D,Finance,Bond Interest Expense,"-98,000","-68,500","-36,000"
2098,41300,101,582100,Downtown TIF Fund,Finance,Loss on Investments,‐,"-13,088",‐
2098,41300,101,582101,Downtown TIF Fund,Finance,Loss on Land Held for Resale,‐,‐,"-6,296,732"
2098,41300,101,591825,Downtown TIF Fund,Finance,Transfer To Debt Service Fund,"-1,209,722","-507,828",‐
2098,41300,101,591860,Downtown TIF Fund,Finance,Transfer To Parking,"-427,841","-430,773",‐
2098,41300,101,591890,Downtown TIF Fund,Finance,Transfer To Colt Westgate Fund,,,
2098,41300,101,591890,Downtown TIF Fund,Finance,Transfer To SSA#1,‐,‐,‐
5057,43760,101,530667,Earth Fest,DPW ‐ Environmental Services,External Support,‐,-200,‐
5057,43760,796,530667,Earth Fest,DPW ‐ Environmental Services,External Support,"-1,462","-3,665","-2,010"
5057,41020,101,550601,Earth Fest,DPW ‐ Environmental Services,Printing,-94,‐,‐
5057,43760,101,560620,Earth Fest,DPW ‐ Environmental Services,Office Supplies,"-1,698",‐,‐
5057,43760,101,560631,Earth Fest,DPW ‐ Environmental Services,Operational Supplies,-691,‐,‐
5057,43760,796,560631,Earth Fest,DPW ‐ Environmental Services,Operational Supplies,-761,"-1,253","-2,291"
2033,42610,101,530660,Enhanced E‐911 Fund,POLICE ‐ Dispatch,General Contractuals,"-6,903","-5,957","-13,834"
2033,42610,101,530681,Enhanced E‐911 Fund,POLICE ‐ Dispatch,WSCDC Contract,‐,"-140,238",‐
2033,42620,101,530681,Enhanced E‐911 Fund,POLICE ‐ Dispatch,WSCDC Contract,"-1,910,863","-1,852,438","-1,369,966"
2033,42610,101,540690,Enhanced E‐911 Fund,POLICE ‐ Dispatch,Telecommunication Charges,‐,‐,‐
2033,42610,101,550673,Enhanced E‐911 Fund,POLICE ‐ Dispatch,Repairs,"-1,650","-1,413",-130
2033,42620,101,550673,Enhanced E‐911 Fund,POLICE ‐ Dispatch,Repairs,"-4,569",‐,"-1,429"
2033,42610,101,570710,Enhanced E‐911 Fund,POLICE ‐ Dispatch,Equipment,"-20,098","-11,324","-4,320"
2033,42610,101,570711,Enhanced E‐911 Fund,POLICE ‐ Dispatch,Software,‐,-265,‐
2033,42610,101,570720,Enhanced E‐911 Fund,POLICE ‐ Dispatch,Computer Equipment,‐,"-7,459","-15,404"
2033,42620,101,570720,Enhanced E‐911 Fund,POLICE ‐ Dispatch,Computer Equipment,"-17,692",‐,‐
2080,46201,671,583602,Emergency Solutions Grant,DCS ‐ Neig. Serv.,Administration Village,"-3,524","-2,516",‐
2080,46201,672,583602,Emergency Solutions Grant,DCS ‐ Neig. Serv.,Administration Village,"-6,000","-24,966",‐
2080,46201,673,583602,Emergency Solutions Grant,DCS ‐ Neig. Serv.,Administration Village,"-2,941","-12,817",‐
2080,46201,675,583602,Emergency Solutions Grant,DCS ‐ Neig. Serv.,Administration Village,‐,‐,"-1,334"
2080,46201,665,583608,Emergency Solutions Grant,DCS ‐ Neig. Serv.,Housing Ctr Planning Support,‐,‐,‐
2080,46201,665,583660,Emergency Solutions Grant,DCS ‐ Neig. Serv.,Oak Park Housing Center,‐,‐,‐
2080,46201,671,583701,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Rapid Rehousing,"-4,484",‐,‐
2080,46201,672,583701,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Rapid Rehousing,"-24,132",‐,‐
2080,46201,673,583701,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Rapid Rehousing,‐,‐,"-10,435"
2080,46201,675,583701,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Rapid Rehousing,‐,‐,"-5,714"
2080,46201,671,583702,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Emergency Shelter,"-11,000",‐,‐
2080,46201,672,583702,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Emergency Shelter,"-37,088","-30,968",‐
2080,46201,673,583702,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Emergency Shelter,"-7,401","-27,347","-12,343"
2080,46201,675,583702,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Emergency Shelter,‐,‐,"-5,150"
2080,46201,673,583703,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG Catholic Char‐Homeless,-667,"-1,333",‐
2080,46201,671,583704,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Homeless Prev,"-24,626",-840,‐
2080,46201,672,583704,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Homeless Prev,-900,-600,‐
2080,46201,673,583704,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Homeless Prev,"-3,580","-15,228",‐
2080,46201,675,583704,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Homeless Prev,‐,‐,"-2,460"
2080,46201,673,583705,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Street Outreach,"-8,111","-5,184",‐
2080,46201,675,583705,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS ‐ Street Outreach,‐,‐,"-3,570"
2080,46201,673,583706,Emergency Solutions Grant,DCS ‐ Neig. Serv.,ESG WS PADS‐HMIS,"-1,246",‐,‐
2027,43014,101,530667,Farmers Market Com,HEALTH ‐ Farmer's Market,External Support,"-14,955","-17,213","-18,707"
2027,43014,101,530675,Farmers Market Com,HEALTH ‐ Farmer's Market,Bank Charges,"-2,322","-2,122",-483
2027,43014,101,530851,Farmers Market Com,HEALTH ‐ Farmer's Market,Crossing Guard Sharing Program,"-11,114","-9,198","-8,063"
2027,43014,101,540669,Farmers Market Com,HEALTH ‐ Farmer's Market,Rent Expense,"-2,091","-2,123","-6,200"
2027,43014,101,550601,Farmers Market Com,HEALTH ‐ Farmer's Market,Printing,-189,-280,-283
2027,43014,101,550603,Farmers Market Com,HEALTH ‐ Farmer's Market,Postage,-7,-4,-5
2027,43014,101,560631,Farmers Market Com,HEALTH ‐ Farmer's Market,Operational Supplies,-923,"-3,306","-3,396"
2027,43014,101,560638,Farmers Market Com,HEALTH ‐ Farmer's Market,Special Events,-555,-118,-362
2027,43014,101,560639,Farmers Market Com,HEALTH ‐ Farmer's Market,Advertising,‐,‐,‐
2024,42400,101,530650,Federal RICO Forfeiture Fund,POLICE,Conferences Training,‐,‐,‐
2024,42480,101,530658,Federal RICO Forfeiture Fund,POLICE,Temporary Services,-583,‐,‐
2024,42400,101,550705,Federal RICO Forfeiture Fund,POLICE,Ammunition and Guns,"-4,348",‐,‐
2024,42480,101,550705,Federal RICO Forfeiture Fund,POLICE,Ammunition and Guns,‐,"-4,491",‐
2024,42480,101,560625,Federal RICO Forfeiture Fund,POLICE,Clothing,‐,-52,‐
2024,42480,101,560631,Federal RICO Forfeiture Fund,POLICE,Operational Supplies,"-1,714","-4,080","-1,704"
2024,42480,412,560631,Federal RICO Forfeiture Fund,POLICE,Operational Supplies,"-1,278",‐,‐
2024,42400,101,560637,Federal RICO Forfeiture Fund,POLICE,Vehicle Equipment Parts,"-17,275","-18,871","-34,594"
2024,42400,101,560652,Federal RICO Forfeiture Fund,POLICE,Employee Physicals,"-1,616","-1,170","-2,286"
2024,42400,101,560655,Federal RICO Forfeiture Fund,POLICE,Reimbursements,-314,-910,‐
2024,42480,857,570750,Federal RICO Forfeiture Fund,POLICE,Vehicles,"-146,874",‐,‐
2024,42400,101,591832,Federal RICO Forfeiture Fund,POLICE,Transfer To Fleet Replacement,‐,‐,‐
2014,42550,101,530660,Foreign Fire Insurance Fund,FIRE ‐ Foreign Fire Insurance,General Contractuals,-243,-150,-144
2014,42550,101,540689,Foreign Fire Insurance Fund,FIRE ‐ Foreign Fire Insurance,Cable Television,"-6,661","-9,910","-10,591"
2014,42550,101,550673,Foreign Fire Insurance Fund,FIRE ‐ Foreign Fire Insurance,Repairs,-677,‐,‐
2014,42550,101,570710,Foreign Fire Insurance Fund,FIRE ‐ Foreign Fire Insurance,Equipment,"-20,998",-660,‐
2014,42550,101,570720,Foreign Fire Insurance Fund,FIRE ‐ Foreign Fire Insurance,Computer Equipment,‐,"-17,175","-3,099"
2014,42550,101,570725,Foreign Fire Insurance Fund,FIRE ‐ Foreign Fire Insurance,Office Equipment,‐,-109,"-10,452"
2014,42550,101,591832,Foreign Fire Insurance Fund,FIRE ‐ Foreign Fire Insurance,Transfer to Fleet Replacement,‐,"-174,229",‐
2073,41300,101,580680,Harlem‐Garfield TIF Fund,Finance,Tax Agency Distribution,‐,‐,‐
2073,41300,101,530667,Harlem‐Garfield TIF Fund,Finance,External Support,-170,"-13,468","-14,042"
2073,41300,101,570698,Harlem‐Garfield TIF Fund,Finance,Economic Development Initiative,‐,‐,"-1,000,000"
2073,41300,802,570959,Harlem‐Garfield TIF Fund,Finance,Streetscaping,"-3,834",‐,‐
2073,41300,101,582100,Harlem‐Garfield TIF Fund,Finance,Loss on Investments,‐,"-7,844",‐
2101,44560,101,530664,Dental Sealants 2012‐13,HEALTH ‐ Health Grants,Dental Sealant Services,‐,‐,-446
2102,44560,101,530664,Dental Sealants 2013‐14,HEALTH ‐ Health Grants,Dental Sealant Services,-397,‐,‐
2103,44560,101,530664,Dental Sealants 2014‐15,HEALTH ‐ Health Grants,Dental Sealant Services,‐,‐,-259
2104,44560,101,560631,Dental Sealants 2015‐16,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,-3
2106,44560,101,510501,CCDPH Mosq Prevent 2015,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-5,350"
2106,44560,101,520999,CCDPH Mosq Prevent 2015,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,"-2,466"
2106,44560,101,550601,CCDPH Mosq Prevent 2015,HEALTH ‐ Health Grants,Printing,‐,‐,-511
2106,44560,101,560631,CCDPH Mosq Prevent 2015,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,-825
2108,44560,101,510501,Cook Cty West Nile Virus 4/17‐10/17,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2109,44560,101,510501,Cook Cty West Nile Virus 2013,HEALTH ‐ Health Grants,Regular Salaries,"-8,022",‐,‐
2109,44560,101,550601,Cook Cty West Nile Virus 2013,HEALTH ‐ Health Grants,Printing,-347,‐,‐
2109,44560,101,560631,Cook Cty West Nile Virus 2013,HEALTH ‐ Health Grants,Operational Supplies,"-3,316",‐,‐
2110,44560,101,510501,Cities Readiness Init 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,"-18,596",‐,‐
2110,44560,101,540690,Cities Readiness Init 2013‐14,HEALTH ‐ Health Grants,Telecommunications Charges,"-2,339",‐,‐
2111,44560,101,510501,Cities Readiness Init 2014‐15,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-18,342"
2111,44560,101,530656,Cities Readiness Init 2014‐15,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-1,050"
2111,44560,101,540690,Cities Readiness Init 2014‐15,HEALTH ‐ Health Grants,Telecommunications Charges,‐,‐,"-2,386"
2111,44560,101,560631,Cities Readiness Init 2014‐15,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,-213
2112,44560,101,510501,Cities Readiness Init 2015‐16,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-18,950"
2112,44560,101,540690,Cities Readiness Init 2015‐16,HEALTH ‐ Health Grants,Telecommunications Charges,‐,‐,"-1,395"
2112,44560,101,560631,Cities Readiness Init 2015‐16,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,‐
2113,44560,101,510501,Cities Readiness Init 2011‐12,HEALTH ‐ Health Grants,Regular Salaries,-6,‐,‐
2113,44560,101,540690,Cities Readiness Init 2011‐12,HEALTH ‐ Health Grants,Telecommunications Charges,‐,‐,‐
2113,44560,101,560631,Cities Readiness Init 2011‐12,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,‐
2114,44560,101,510501,Cities Readiness Init 2012‐13,HEALTH ‐ Health Grants,Regular Salaries,"-17,137",‐,‐
2114,44560,101,530656,Cities Readiness Init 2012‐13,HEALTH ‐ Health Grants,Grant Contractuals,"-2,492",‐,‐
2114,44560,101,540690,Cities Readiness Init 2012‐13,HEALTH ‐ Health Grants,Telecommunications Charges,"-2,876",‐,‐
2114,44560,101,570666,Cities Readiness Init 2012‐13,HEALTH ‐ Health Grants,Grant Related Equipment,"-2,169",‐,‐
2115,44560,101,560638,CDBG Double Couple 2014‐15,HEALTH ‐ Health Grants,Special Events,‐,‐,"-8,281"
2117,44560,101,560638,CDBG Double Couple 2016‐17,HEALTH ‐ Health Grants,Special Events,‐,‐,‐
2124,44560,101,510501,Tattoo Facility 2012‐13,HEALTH ‐ Health Grants,Regular Salaries,-975,‐,‐
2125,44560,101,560631,Tattoo Facility 2013‐14,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,"-2,250"
2127,44560,101,570667,FM Double Coupon ‐ 2012,HEALTH ‐ Health Grants,Grant Expenses,-715,‐,‐
2128,44560,101,510501,Risk Based Fund Init 2012‐13,HEALTH ‐ Health Grants,Grant Expenses,"-10,466",‐,‐
2129,44560,101,560638,FM Double Coupon 2013,HEALTH ‐ Health Grants,Special Events,‐,‐,-722
2129,44560,101,570667,FM Double Coupon 2013,HEALTH ‐ Health Grants,Grant Expenses,"-1,814",‐,‐
2130,44560,101,510501,Family Case Mgmt 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,"-21,309",‐,‐
2130,44560,101,510501,Family Case Mgmt 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,"-1,050",‐,‐
2130,44560,101,560631,Family Case Mgmt 2013‐14,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,"-8,680"
2131,44560,101,540669,Family Case Mgmt 2014‐15,HEALTH ‐ Health Grants,Rent Expense,‐,‐,-900
2133,44560,101,540669,Family Case Mgmt 2014‐15,HEALTH ‐ Health Grants,Rent Expense,‐,‐,‐
2133,44560,101,510501,Family Case Mgmt 2014‐15,HEALTH ‐ Health Grants,Regular Salaries,"-21,961",‐,‐
2134,44560,101,510501,Family Case Mgmt 2012‐13,HEALTH ‐ Health Grants,Regular Salaries,"-13,554",‐,‐
2134,44560,101,540669,Family Case Mgmt 2012‐13,HEALTH ‐ Health Grants,Rent Expense,-900,‐,‐
2134,44560,101,560631,Family Case Mgmt 2012‐13,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,"-3,984"
2136,44560,101,510501,PHIMC HIV 2014,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-2,500"
2137,44560,101,510501,PHIMC HIV 2017,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2150,44560,101,510501,IDPH Tan Facil Inspct 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,-300,‐,‐
2155,44560,101,550656,IDPH Tan Facil Inspct 2014‐15,HEALTH ‐ Health Grants,Miscellaneous Expense,‐,‐,-40
2155,44560,101,560631,IDPH Tan Facil Inspct 2014‐15,HEALTH ‐ Health Grants,Family Case Mgmt 2012‐13,‐,‐,-910
2156,44560,101,510501,IDPH W Nile Mosq Vect 2014‐15,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-6,138"
2156,44560,101,520999,IDPH W Nile Mosq Vect 2014‐15,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,"-1,007"
2156,44560,101,530656,IDPH W Nile Mosq Vect 2014‐15,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,-40
2156,44560,101,550603,IDPH W Nile Mosq Vect 2014‐15,HEALTH ‐ Health Grants,Postage,‐,‐,-101
2156,44560,101,560631,IDPH W Nile Mosq Vect 2014‐15,HEALTH ‐ Health Grants,Operational Supplies,‐,‐,-135
2157,44560,101,510501,IDPH W Nile Mosq Vect 1/17‐3/17,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2157,44560,101,520999,IDPH W Nile Mosq Vect 1/17‐3/17,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,‐
2158,44560,101,510501,IDPH W Nile Mosq Vect 4/17‐12/17,HEALTH ‐ Health Grants,Regular Salaries,"-6,037",‐,‐
2158,44560,101,520999,IDPH W Nile Mosq Vect 4/17‐12/17,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,‐
2158,44560,101,550603,IDPH W Nile Mosq Vect 2014‐15,HEALTH ‐ Health Grants,Postage,-91,‐,‐
2158,44560,101,550656,IDPH W Nile Mosq Vect 2014‐15,HEALTH ‐ Health Grants,Miscellaneous Expense,-20,‐,‐
2162,44560,101,510501,Lead Poisoning 2011‐12,HEALTH ‐ Health Grants,Regular Salaries,-353,‐,‐
2163,44560,101,530664,Dental Sealants 2012‐13,HEALTH ‐ Health Grants,Dental Sealant Services,-262,‐,‐
2164,44560,101,510501,Tanning Facilities 2012‐13,HEALTH ‐ Health Grants,Regular Salaries,-50,‐,‐
2170,44560,101,510501,IDPH Local Health Protect 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,"-23,604",‐,‐
2170,44560,101,530656,IDPH Local Health Protect 2013‐14,HEALTH ‐ Health Grants,Grant Contractuals,"-11,868",‐,-230
2171,44560,101,510501,Local Health Protect 2014‐15,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-21,681"
2171,44560,101,530656,Local Health Protect 2014‐15,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-9,689"
2172,44560,101,510501,Local Health Protect 2015‐16,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-18,936"
2172,44560,101,520999,Local Health Protect 2015‐16,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,"-8,730"
2173,44560,101,530656,Local Health Protect 2016‐17,HEALTH ‐ Health Grants,Grant Contractuals,‐,‐,"-3,935"
2173,44560,101,520999,Local Health Protect 2016‐17,HEALTH ‐ Health Grants,Local Health Protect 2017‐18,‐,‐,‐
2173,44560,101,510501,Local Health Protect 2016‐17,HEALTH ‐ Health Grants,Regular Salaries,"-22,276",‐,‐
2174,44560,101,510501,Local Health Protect 2017‐18,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,‐
2174,44560,101,520999,Local Health Protect 2017‐18,HEALTH ‐ Health Grants,Grant Admin. ‐ Benefits,‐,‐,‐
2174,44560,101,530656,Local Health Protect 2017‐18,HEALTH ‐ Health Grants,Grant Contractuals,"-8,066",‐,‐
2175,44560,101,530650,NACCHO Medical Reserve Corps,HEALTH ‐ Health Grants,Conferences Training,-230,‐,-250
2175,44560,101,550605,NACCHO Medical Reserve Corps,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,-90,‐,‐
2175,44560,101,560631,NACCHO Medical Reserve Corps,HEALTH ‐ Health Grants,Operational Supplies,"-6,653",‐,-40
2180,44560,101,510501,Pub Hlth Emerg Prep 2013‐14,HEALTH ‐ Health Grants,Regular Salaries,"-18,596",‐,-535
2180,44560,101,530650,Pub Hlth Emerg Prep 2013‐14,HEALTH ‐ Health Grants,Conference Training,-762,‐,‐
2180,44560,101,530656,Pub Hlth Emerg Prep 2013‐14,HEALTH ‐ Health Grants,Grant Contractuals,"-3,750",‐,‐
2180,44560,101,540690,Pub Hlth Emerg Prep 2013‐14,HEALTH ‐ Health Grants,Telecommunications Charges,-628,‐,‐
2180,44560,101,550605,Pub Hlth Emerg Prep 2013‐14,HEALTH ‐ Health Grants,Travel & Mileage Reimbursement,-81,‐,‐
2180,44560,101,560631,Pub Hlth Emerg Prep 2013‐14,HEALTH ‐ Health Grants,Operational Supplies,-134,‐,‐
2181,44560,101,510501,Pub Hlth Emerg Prep 2014‐15,HEALTH ‐ Health Grants,Regular Salaries,‐,‐,"-18,478"
2181,44560,101,530650,Pub Hlth Emerg Prep 2014‐15,HEALTH ‐ Health Grants,Conferences Training,‐,‐,"-1,722"
