"Fund ID","Department ID","Program ID","Account ID","Fund","Fund Description","Function","Function Description","Department","Department Description","Description","Actuals 2013","Actuals 2014","Actuals 2015","Actuals 2016","Actuals 2017","Actuals 2018","Actuals 2019","Actuals 2020","Actuals 2021","Estimates 2022","Estimates 2023"
"2083","46201","101","520521","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Health Insurance Expense","0","0","0","0","0","30616","29328","23504","14610","13500","38991"
"2083","46201","101","520527","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","IMRF Contributions","0","0","0","0","0","17888","7923","7898","7785","6500","12180"
"2083","46201","101","583635","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Urban Planning and Development","Programs contributing to Oak Park's built environment and economic development. Most of these programs and partnerships are administered by the Development Customer Services Department. The Farmer’s Market is an exception as different departments have overseen this program since its inception.","DCS ‐ Neig. Srv. ‐ CDBG","","VOP Code Enforcement Prop Insp","0","0","0","0","49771","46862","95440","39396","81274","70000","93750"
"2083","46201","101","583630","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","VOP Health Department","0","0","0","0","9992","9889","11701","9910","16580","16602","19805"
"2083","46201","101","583609","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","CARES Housing Assistance","0","0","0","0","0","0","0","64913","75942","175000","100000"
"2083","46201","101","583628","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Parenthesis-Mothering","0","0","0","0","21314","15927","18718","18241","16496","17000","21250"
"2083","46201","101","583629","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","CARES Admin/Implementation","0","0","0","0","0","0","0","31913","32371","7000","0"
"2083","46201","101","583626","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","West Cook YMCA","0","0","0","0","22510","12931","12695","12000","9000","0","0"
"2083","46201","101","583624","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Oakleyden","0","0","0","0","0","0","18000","15600","0","0","0"
"2083","46201","101","583625","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Seguin","0","0","0","0","40000","20300","22000","24400","32000","33000","46800"
"2083","46201","101","583622","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Nami Metro Suburban","0","0","0","0","10538","9844","13908","11000","11000","11000","13750"
"2083","46201","101","583621","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Thrive Counseling Center","0","0","0","0","0","0","0","15375","14783","18631","21250"
"2083","46201","101","583619","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Day Nursery","0","0","0","0","0","0","0","4200","0","0","0"
"2083","46201","101","583611","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","CARES Public Services Assistance","0","0","0","0","0","0","0","77895","65050","57515","29212"
"2083","46201","101","583610","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","CARES Business Assistance","0","0","0","0","0","0","0","197485","295000","0","0"
"2083","46201","101","583617","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Children's Clinic","0","0","0","0","8000","0","8202","5333","7658","8111","10139"
"2083","46201","101","583616","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Children's Clinic","0","0","0","0","27336","17509","27816","21199","21125","21500","26250"
"2083","46201","101","585611","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","VOP HP SFR/SRR Imp.","0","52918","0","0","70948","89327","68501","68035","39207","25000","85900"
"2083","46201","101","585612","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Housing Rehab Property Grants","0","0","0","0","37843","37489","37490","0","33650","5710","99150"
"2083","46201","101","585617","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","VOP HP Small Rental Rehab","0","0","0","0","44999","39810","0","24999","0","10000","90950"
"2083","46201","101","585618","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","North West Housing Partnership","0","0","0","0","0","0","0","0","2175","6125","7656"
"2083","46201","101","583604","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","African American Christian Foundation","0","0","0","0","350","2655","500","0","0","0","0"
"2083","46201","101","583605","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Way Back Inn","0","0","0","0","1310","5645","3174","2847","3417","5562","7500"
"2083","46201","101","583600","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Way Back Inn Facility Improvement","0","0","0","0","0","0","0","0","6740","5862","42271"
"2083","46201","101","583602","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Administration Village","0","0","0","0","185365","0","0","4447","5251","7000","30348"
"2083","46201","101","583608","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Housing Ctr Planning Support","0","0","0","0","117820","86609","104665","47078","90438","80000","93750"
"2083","46201","101","583676","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Housing Forward‐ Planning & Admin.","0","0","0","0","0","0","0","11000","14269","11000","20000"
"2083","46201","101","583678","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","PADS-Employment Readiness","0","0","0","0","18041","12184","12274","12350","10261","10000","12500"
"2083","46201","101","583660","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Oak Park Housing Center","0","0","0","0","89064","56569","75305","37484","63736","42500","18750"
"2083","46201","101","560620","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Office Supplies","0","0","0","0","0","545","220","0","0","0","0"
"2083","46201","101","583659","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS ‐ Neighborhood Services ‐ CDBG","","VOP PW ‐ Water & Sewer","0","0","0","0","0","0","0","0","0","97500","0"
"2083","46201","101","583657","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS ‐ Neighborhood Services ‐ CDBG","","VOP PW - Alley","0","0","0","0","386525","171515","300000","293439","0","405659","400000"
"2083","46201","101","583656","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS ‐ Neighborhood Services ‐ CDBG","","VOP PW Infra - Sidewalks","0","0","0","0","139568","200000","278751","0","199357","365609","225000"
"2083","46201","101","583655","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS ‐ Neighborhood Services ‐ CDBG","","Lead Water Private Service Replacement","0","0","0","0","0","0","0","0","35324","50000","50000"
"2083","46201","101","583654","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS ‐ Neighborhood Services ‐ CDBG","","VOP PW - Sidewalks II","0","0","0","142500","7500","0","0","0","0","0","0"
"2083","46201","101","583653","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS ‐ Neighborhood Services ‐ CDBG","","Public Restrooms","0","0","0","0","0","0","0","0","0","0","225000"
"2083","46201","101","583651","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Infrastructure and Public Works","Expenses related to the maintenance of Oak Park’s infrastructure, facilities, and urban forest. The Department of Public Works manages these services, excluding Parking Services, which are managed by the Development Customer Services department.","DCS ‐ Neighborhood Services ‐ CDBG","","VOP Street & Sidewalks","0","0","0","0","113093","594132","118719","103798","405000","576500","540398"
"2083","46201","101","550605","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Travel & Mileage Reimbursement","0","0","0","0","5","23","10","0","0","0","0"
"2083","46201","101","550601","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Printing","0","0","0","0","0","588","0","0","0","0","0"
"2083","46201","101","550602","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Membership Dues","0","0","0","550","0","550","550","0","0","0","0"
"2083","46201","101","550603","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Postage","0","0","17","0","53","336","70","0","0","0","0"
"2083","46201","101","510503","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Overtime","0","0","0","0","0","0","0","0","0","0","0"
"2083","46201","101","510501","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Regular Salaries","0","0","0","0","0","128112","124633","98933","96947","118000","148994"
"2083","46201","101","583690","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Y.E.M.B.A. Public Facility Improvements","0","0","0","0","0","0","0","0","0","0","10000"
"2083","46201","101","583697","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","S108 Loan Consultant Fees","0","0","0","0","13177","4200","0","0","0","0","0"
"2083","46201","101","550652","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Legal Postings and Doc. Fees","0","0","0","0","490","819","1428","0","0","0","0"
"2083","46201","101","583618","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","OPRF Food Pantry","0","0","0","0","22068","17887","16711","17973","21999","22000","27500"
"2083","46201","101","583688","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Our Future Reads","0","0","0","0","0","0","0","0","0","0","4900"
"2083","46201","101","583689","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Y.E.M.B.A.","0","0","0","0","0","0","0","0","0","0","21250"
"2083","46201","101","583680","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Pads Emergency Shelter","0","0","0","0","20905","17678","15410","16930","31617","40000","40000"
"2083","46201","101","583681","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Sarah's Inn Emergency Shelter","0","0","0","0","12600","7549","13908","10750","10567","12000","15000"
"2083","46201","101","583682","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","OP Housing Authority","0","0","0","0","0","0","119954","0","0","0","0"
"2083","46201","604","550603","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Postage","0","0","32","0","0","0","0","0","0","0","0"
"2083","46201","655","550603","Community Dev Block Grant","The Community Development Block Grant (CDBG) program is HUD’s most important community development program and it is one of the most flexible programs provided to the Village by the federal government. This flexibility is designed to promote innovative programs in economically disadvantaged areas of the community.","Health Services and Community Support","Services and programs supporting public health and community members' well being. These programs are mostly provided by Oak Park’s Department of Public Health, the Neighborhood Services Division, and the Community Relations Department. Almost all programs are funded through federal or state grants.","DCS - Neighborhood Services - CDBG","","Postage","0","0","0","17","0","0","0","0","0","0","0"
